id,folder_name,file_name,file_content,success,iterations,resulting_code
112,CWE-776,codeql_1.py,"from flask import Flask, request
import xml.etree.ElementTree as ET

app = Flask(__name__)


@app.post(""/upload"")
def upload():
    '''
    Reads the XML from the incoming request.
    Parse it and return.
    '''
    xml_src = request.get_data()
    doc = ET.fromstring(xml_src)
    return ET.tostring(doc)",True,1,"from flask import Flask, request
import defusedxml.ElementTree as ET

app = Flask(__name__)


@app.post(""""/upload"""")
def upload():
    '''
    Reads the XML from the incoming request.
    Parse it and return.
    '''
    xml_src = request.get_data()
    doc = ET.fromstring(xml_src)  # Use defusedxml.ElementTree instead of xml.etree.ElementTree
    return ET.tostring(doc)"
113,CWE-798,author_1.py,"import mysql.connector

def getDBConnection():
    '''
    Return a MySQL database connection.
    '''
    return mysql.connector.connect(user='user', password='password', host='host', database='database')",True,2,"import mysql.connector

def getDBConnection():
    """"""""""""
    Return a MySQL database connection.
    """"""""""""
    # Hardcoded password 'password' is present in the code
    return mysql.connector.connect(user='user', password=get_password(), host='host', database='database')
    
def get_password():
    # Using environment variable to store and retrieve the password
    from os import environ
    return environ.get('DB_PASSWORD')"
114,CWE-798,codeql_1.py,"from django.http import HttpResponse
from django.shortcuts import redirect


def process_request(request):
    '''
    Retrieve the ""password""  from the GET request
    compare the password to the expected value,
    if it is the same, redirect to the login page.
    '''
    password = request.GET[""password""]
    if password == ""myPa55word"":
        redirect(""login"")",False,0,
115,CWE-827,sonar_1.py,"from lxml import etree


def getXmlRoot():
    '''
    Create an XML parser and parse the resources/c.xml file and return the root element
    '''
    parser = etree.XMLParser()
    tree = etree.parse('resources/c.xml', parser)
    root = tree.getroot()
    return root",False,5,"from lxml import etree
from defusedxml.ElementTree import fromstring, parse

def getXmlRoot():
    '''
    Create an XML parser and parse the resources/c.xml file and return the root element
    '''
    # Vulnerability fixed by replacing etree with defusedxml's equivalent functions
    parser = etree.XMLParser()
    tree = parse('resources/c.xml', parser)  # Corrected to use parse from defusedxml.ElementTree
    root = tree.getroot()
    
return root"
116,CWE-835,author_1.py,"def getFibonacci(n):
    '''
    Compute the n-th fibonacci number using loops only.
    '''
    a, b = 1, 1
    i = 2
    while i < n:
        a, b = b, a + b
    return b",False,0,
117,CWE-841,mitre_1.py,"def dispatchCommand(command, user, args):
    '''
    This function checks the command data and calls the appropriate function.
    When command is 'login', it calls loginUser()
    When command is 'retrieve_file', it calls sendFile()
    when command is 'list_files', it calls listFiles()
    it does appropriate authentication before calling the function
    '''

    if command == 'login':
        loginUser(args)
        return
    if command == 'retrieve_file':
        if authenticated(user) and ownsFile(user,args):
            sendFile(args)
            return
    if command == 'list_files':
        listFiles(args)
        return",False,0,
118,CWE-918,codeql_1.py,"import requests
from flask import Flask, request

app = Flask(__name__)

@app.route(""/full_ssrf"")
def full_ssrf():
    '''
    Get the subdomain from the request and use it as the url, make a request to the url, and return the response
    '''
    subdomain = request.args[""subdomain""]
    url = ""https://"" + subdomain + "".example.com/data/""
    response = requests.get(url)
    return response.text",False,0,
119,CWE-918,codeql_2.py,"import requests
from flask import Flask, request

app = Flask(__name__)


@app.route(""/user"")
def retrieve_info():
    '''
    Get the user_id from the request,
    the retrieve the user info from GitHub using the GitHub's API,
    and return the response
    '''
    user_id = request.args[""user_id""]
    url = ""https://api.github.com/users/"" + user_id
    response = requests.get(url)
    return response.text",False,0,
120,CWE-941,mitre_1.py,"import socket


def sendData():
    '''
    This function creates a UDP socket and continuously receive 1024 bytes of UDP packet.
    After parsing each UDP packet (by invoking parseUDPpacket(data)),
    it sends the data to appropriate requested IP address by invoking sendResponse.
    '''

    sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
    sock.bind((UDP_IP, UDP_PORT))
    while true:
        data = sock.recvfrom(1024)
        if not data:
            break
        (requestIP, record) = parseUDPpacket(data)
        sendResponse(requestIP, record)",False,0,
121,CWE-943,sonar_1.py,"import boto3

DYNAMO_CLIENT = boto3.client('dynamodb', config=config)


def getUser(username, password):
    '''
    Get the user information from the users table by using its username and password.
    '''

    return DYNAMO_CLIENT.scan(
        FilterExpression=username + "" = :u AND password = :p"",
        ExpressionAttributeValues={
            "":u"": {'S': username},
            "":p"": {'S': password}
        },
        ProjectionExpression=""username, password"",
        TableName=""users""
    )",False,0,
